Mod:Item:MetaData, Localized Name
industrialupgrade:alloycasing:14, Оболочка никелевого сплава
industrialupgrade:alloycasing:15, Нитиноловая оболочка
industrialupgrade:alloycasing:16, Стеллитовая оболочка
industrialupgrade:alloycasing:17, Оболочка боридо-гафниевого сплава
industrialupgrade:alloycasing:18, Оболочка сплава Вуда
industrialupgrade:alloycasing:19, Оболочка нимоникового сплава
industrialupgrade:alloycasing:20, Оболочка тантало-вольфрамо-гафниевого сплава
industrialupgrade:alloycasing:21, Пермаллоевая оболочка
industrialupgrade:alloycasing:22, Оболочка алюминий-литиевого сплава
industrialupgrade:alloycasing:23, Оболочка кобальт-хромового сплава
industrialupgrade:alloycasing:24, Оболочка карбида гафния
industrialupgrade:alloycasing:25, Оболочка молибденовой стали
industrialupgrade:alloycasing:26, Оболочка ниобий-титанового сплава
industrialupgrade:alloycasing:27, Осмиридиевая оболочка
industrialupgrade:alloycasing:28, Оболочка суперсплава Хэйнс
industrialupgrade:alloycasing:29, Оболочка суперсплава Рене
industrialupgrade:alloycasing:30, Оболочка иттрий-алюминиевого граната
industrialupgrade:alloycasing:31, Арсенид-галлиевая оболочка
industrialupgrade:alloydoubleplate:0, Плотная пластина алюминиевой бронзы
industrialupgrade:alloydoubleplate:1, Плотная пластина алюминида титана
industrialupgrade:alloydoubleplate:2, Плотная пластина красной латуни
industrialupgrade:alloydoubleplate:3, Плотная пластина мунц-металла
industrialupgrade:alloydoubleplate:4, Плотная нихромовая пластина
industrialupgrade:alloydoubleplate:5, Плотная алькледная пластина
industrialupgrade:alloydoubleplate:6, Плотная пластина ванадиево-алюминиевого сплава
industrialupgrade:alloydoubleplate:7, Плотная виталлиевая пластина
industrialupgrade:alloydoubleplate:8, Плотная дюралюминиевая пластина
industrialupgrade:alloydoubleplate:9, Плотная ферромарганцевая пластина
industrialupgrade:alloydoubleplate:10, Плотная пластина алюминиево-кремниевого сплава
industrialupgrade:alloydoubleplate:11, Плотная пластина бериллиевой бронзы
industrialupgrade:alloydoubleplate:12, Плотная нейзильберовая пластина
industrialupgrade:alloydoubleplate:13, Плотная пластина из нержавеющей стали
industrialupgrade:alloydoubleplate:14, Плотная пластина из никелевого сплава
industrialupgrade:alloydoubleplate:15, Плотная нитиноловая пластина
industrialupgrade:alloydoubleplate:16, Плотная стеллитовая пластина
industrialupgrade:alloydoubleplate:17, Плотная пластина из боридо-гафниевого сплава
industrialupgrade:alloydoubleplate:18, Плотная пластина из сплава Вуда
industrialupgrade:alloydoubleplate:19, Плотная пластина нимоникового сплава
industrialupgrade:alloydoubleplate:20, Плотная пластина из тантало-вольфрамо-гафниевого сплава
industrialupgrade:alloydoubleplate:21, Плотная пермаллоевая пластина
industrialupgrade:alloydoubleplate:22, Плотная пластина алюминий-литиевого сплава
industrialupgrade:alloydoubleplate:23, Плотная пластина кобальт-хромового сплава
industrialupgrade:alloydoubleplate:24, Плотная пластина карбида гафния
industrialupgrade:alloydoubleplate:25, Плотная пластина молибденовой стали
industrialupgrade:alloydoubleplate:26, Плотная пластина ниобий-титанового сплава
industrialupgrade:alloydoubleplate:27, Плотная осмиридиевая пластина
industrialupgrade:alloydoubleplate:28, Плотная пластина суперсплава Хэйнс
industrialupgrade:alloydoubleplate:29, Плотная пластина суперсплава Рене
industrialupgrade:alloydoubleplate:30, Плотная пластина иттрий-алюминиевого граната
industrialupgrade:alloydoubleplate:31, Плотная арсенид-галлиевая пластина
industrialupgrade:alloydust:0, Пыль алюминиевой бронзы
industrialupgrade:alloydust:1, Пыль алюминида титана
industrialupgrade:alloydust:2, Пыль красной латуни
industrialupgrade:alloydust:3, Пыль мунц-металла
industrialupgrade:alloydust:4, Нихромовая пыль
industrialupgrade:alloydust:5, Алькледная пыль
industrialupgrade:alloydust:6, Пыль ванадиево-алюминиевого сплава
industrialupgrade:alloydust:7, Виталлиевая пыль
industrialupgrade:alloydust:8, Дюралюминиевая пыль
industrialupgrade:alloydust:9, Ферромарганцевая пыль
industrialupgrade:alloydust:10, Пыль алюминиево-кремниевого сплава
industrialupgrade:alloydust:11, Пыль бериллиевой бронзы
industrialupgrade:alloydust:12, Нейзильберовая пыль
industrialupgrade:alloydust:13, Пыль нержавеющей стали
industrialupgrade:alloydust:14, Пыль никелевого сплава
industrialupgrade:alloydust:15, Нитиноловая пыль
industrialupgrade:alloydust:16, Стеллитовая пыль
industrialupgrade:alloydust:17, Пыль боридо-гафниевого сплава
industrialupgrade:alloydust:18, Пыль сплава Вуда
industrialupgrade:alloydust:19, Пыль нимоникового сплава
industrialupgrade:alloydust:20, Пыль тантало-вольфрамо-гафниевого сплава
industrialupgrade:alloydust:21, Пермаллоевая пыль
