Mod:Item:MetaData, Localized Name
industrialupgrade:crafting_elements:466, iu.crafting_elements.crafting_466_element
industrialupgrade:crafting_elements:467, iu.crafting_elements.crafting_467_element
industrialupgrade:crafting_elements:468, iu.crafting_elements.crafting_468_element
industrialupgrade:crafting_elements:469, iu.crafting_elements.crafting_469_element
industrialupgrade:crafting_elements:470, iu.crafting_elements.crafting_470_element
industrialupgrade:crafting_elements:471, iu.crafting_elements.crafting_471_element
industrialupgrade:crafting_elements:472, iu.crafting_elements.crafting_472_element
industrialupgrade:crafting_elements:473, iu.crafting_elements.crafting_473_element
industrialupgrade:crafting_elements:474, iu.crafting_elements.crafting_474_element
industrialupgrade:crafting_elements:475, iu.crafting_elements.crafting_475_element
industrialupgrade:itempipes_iu:0, Output Item Tube
industrialupgrade:itempipes_iu:1, Input Item Tube
industrialupgrade:itempipes_iu:2, Output Fluid Pipe
industrialupgrade:itempipes_iu:3, Input Fluid Pipe
industrialupgrade:gear:0, Mikhail Gear
industrialupgrade:gear:1, Aluminum Gear
industrialupgrade:gear:2, Vanadium Gear
industrialupgrade:gear:3, Tungsten Gear
industrialupgrade:gear:4, Invar Gear
industrialupgrade:gear:5, Caravky Gear
industrialupgrade:gear:6, Cobalt Gear
industrialupgrade:gear:7, Magnesium Gear
industrialupgrade:gear:8, Nickel Gear
industrialupgrade:gear:9, Platinum Gear
industrialupgrade:gear:10, Titanium Gear
industrialupgrade:gear:11, Chrome Gear
industrialupgrade:gear:12, Spinel Gear
industrialupgrade:gear:13, Electrum Gear
industrialupgrade:gear:14, Silver Gear
industrialupgrade:gear:15, Zinc Gear
industrialupgrade:gear:16, Manganese Gear
industrialupgrade:gear:17, Iridium Gear
industrialupgrade:gear:18, Germanium Gear
industrialupgrade:gear:19, Osmium Gear
industrialupgrade:gear:20, Tantalum Gear
industrialupgrade:gear:21, Cadmium Gear
industrialupgrade:sensor:0, Sensor
industrialupgrade:alloygear:0, Aluminum Bronze Gear
industrialupgrade:alloygear:1, Titanium Aluminide Gear
industrialupgrade:alloygear:2, Red Brass Gear
industrialupgrade:alloygear:3, Muntz Metal Gear
industrialupgrade:alloygear:4, Nichrome Gear
industrialupgrade:alloygear:5, Alclad Gear
industrialupgrade:alloygear:6, Vanadium Aluminum Alloy Gear
industrialupgrade:alloygear:7, Vitallium Gear
industrialupgrade:alloygear:8, Duralumin Gear
industrialupgrade:alloygear:9, Ferromanganese Gear
industrialupgrade:corewater:0, Wooden Water Rotor Core
industrialupgrade:corewater:1, Bronze Water Rotor Core
industrialupgrade:corewater:2, Iron Water Rotor Core
industrialupgrade:corewater:3, Steel Water Rotor Core
industrialupgrade:corewater:4, Carbon Water Rotor Core
industrialupgrade:corewater:5, Iridium Water rotor Core
industrialupgrade:corewater:6, Compressed Iridium Water Rotor Core
industrialupgrade:corewater:7, Spectral Water Rotor Core
industrialupgrade:corewater:8, Mythical Water Rotor Core
industrialupgrade:corewater:9, Photonic Water Rotor Core
industrialupgrade:corewater:10, Neutron Water Rotor Core
industrialupgrade:corewater:11, Baryon Water Rotor Core
industrialupgrade:corewater:12, Hadron Water Rotor Core
industrialupgrade:corewater:13, Ultramarine Water Rotor Core
industrialupgrade:heatcoldpipes_iu_item:0, Universal Heat Pipe
industrialupgrade:heatcoldpipes_iu_item:1, Improved Universal Heat Pipe
industrialupgrade:heatcoldpipes_iu_item:2, Advanced Universal Heat Pipe
industrialupgrade:heatcoldpipes_iu_item:3, Perfect Universal Heat Pipe
industrialupgrade:heatcoldpipes_iu_item:4, Quantum Universal Heat Pipe
industrialupgrade:universal_cable_item:0, §aUniversal Spectrum Cable
industrialupgrade:universal_cable_item:1, §9Universal Proton Cable
industrialupgrade:universal_cable_item:2, §eUniversal Singular Cable
industrialupgrade:universal_cable_item:3, §6Universal Mythic Cable
industrialupgrade:universal_cable_item:4, §5Universal Quantum Cable
industrialupgrade:universal_cable_item:5, §dUniversal Photon Cable
industrialupgrade:universal_cable_item:6, §3Universal Neutron Cable
industrialupgrade:universal_cable_item:7, §bUniversal Perfect Cable
industrialupgrade:universal_cable_item:8, §6Universal Universal Cable
industrialupgrade:universal_cable_item:9, §cUniversal Diffractive Cable
industrialupgrade:universal_cable_item:10, §7Universal Infinity Cable
industrialupgrade:cooling_sensor, iu.cooling_sensor.name
industrialupgrade:heat_sensor, iu.heat_sensor.name
industrialupgrade:frequency_transmitter, Frequency Transmitter
industrialupgrade:rotor_wood, item.rotor_wood.name
industrialupgrade:rotor_bronze, item.rotor_bronze.name
industrialupgrade:rotor_iron, item.rotor_iron.name
industrialupgrade:rotor_steel, item.rotor_steel.name
industrialupgrade:rotor_carbon, item.rotor_carbon.name
industrialupgrade:water_rotor_wood, item.water_rotor_wood.name
industrialupgrade:water_rotor_bronze, item.water_rotor_bronze.name
industrialupgrade:water_rotor_iron, item.water_rotor_iron.name
industrialupgrade:water_rotor_steel, item.water_rotor_steel.name
industrialupgrade:water_rotor_carbon, item.water_rotor_carbon.name
industrialupgrade:water_iridium, item.water_iridium.name
industrialupgrade:water_compressiridium, item.water_compressiridium.name
industrialupgrade:water_spectral, item.water_spectral.name
industrialupgrade:water_myphical, item.water_myphical.name
industrialupgrade:water_photon, item.water_photon.name
industrialupgrade:water_neutron, item.water_neutron.name
industrialupgrade:water_barionrotor, item.water_barionrotor.name
industrialupgrade:water_adronrotor, item.water_adronrotor.name
industrialupgrade:water_ultramarinerotor, item.water_ultramarinerotor.name
industrialupgrade:neutroniumingot, item.neutroniumingot.name.name
industrialupgrade:connect_item, item.connect_item.name.name
industrialupgrade:upgrade_speed_creation, item.upgrade_speed_creation.name.name
industrialupgrade:itemcore:0, §6Advanced Core
industrialupgrade:itemcore:1, §3Hybrid Core
industrialupgrade:itemcore:2, §9Perfect Core
industrialupgrade:itemcore:3, §2Quantum Core
industrialupgrade:itemcore:4, §eSpectral Core
industrialupgrade:itemcore:5, §5Protonic Core
industrialupgrade:itemcore:6, §8Singular Core
industrialupgrade:itemcore:7, §cDiffractive Core
industrialupgrade:itemcore:8, §aPhotonic Core
industrialupgrade:itemcore:9, §9Neutron Core
industrialupgrade:itemcore:10, §fBaryon Core
industrialupgrade:itemcore:11, §eHadron Core
industrialupgrade:itemcore:12, §bGraviton Core
industrialupgrade:itemcore:13, §8Quark Core
industrialupgrade:corewind:0, Wood Rotor Core
industrialupgrade:corewind:1, Bronze Rotor Core
industrialupgrade:corewind:2, Iron Rotor Core
industrialupgrade:corewind:3, Steel Rotor Core
industrialupgrade:corewind:4, Carbon Rotor Core
industrialupgrade:corewind:5, Iridium Rotor Core
industrialupgrade:corewind:6, Compressed Iridium Rotor Core
industrialupgrade:corewind:7, Spectral Rotor Core
industrialupgrade:corewind:8, Mythical Rotor Core
industrialupgrade:corewind:9, Neutron Rotor Core
industrialupgrade:corewind:10, Photonic Rotor Core
industrialupgrade:corewind:11, Baryon Rotor Core
industrialupgrade:corewind:12, Hadron Rotor Core
industrialupgrade:corewind:13, Ultramarine Rotor Core
industrialupgrade:autoheater, item.autoheater.name.name
industrialupgrade:itemcoolupgrade:0, Nitrogen Cooling Module
industrialupgrade:itemcoolupgrade:1, Hydrogen Cooling Module
industrialupgrade:itemcoolupgrade:2, Helium Cooling Module
industrialupgrade:upgrademodules:0, Modification Module: Generation at Day
industrialupgrade:upgrademodules:1, Modification Module: Generation at Night
industrialupgrade:upgrademodules:2, Modification Module: Protection
industrialupgrade:upgrademodules:3, Modification Module: Mining Speed
industrialupgrade:upgrademodules:4, Modification Module: Energy Efficiency (Bow)
industrialupgrade:upgrademodules:5, Modification Module: Energy Efficiency (Saber)
industrialupgrade:upgrademodules:6, Modification Module: Digging Depth
industrialupgrade:upgrademodules:7, Modification Module: Fire Resistance
industrialupgrade:upgrademodules:8, Modification Module: Water Breathing
industrialupgrade:upgrademodules:9, Modification Module: Speed
industrialupgrade:upgrademodules:10, Modification Module: Jump Boost
industrialupgrade:upgrademodules:11, Modification Module: Damage (Bow)
industrialupgrade:upgrademodules:12, Modification Module: Damage (Saber)
industrialupgrade:upgrademodules:13, Modification Module: Digging Area
industrialupgrade:upgrademodules:14, Modification Module: Flight Speed
industrialupgrade:upgrademodules:15, Modification Module: Storage
industrialupgrade:upgrademodules:16, Modification Module: Energy Efficiency (Tool)
industrialupgrade:upgrademodules:17, Modification Module: Vampirism
industrialupgrade:upgrademodules:18, Modification Module: Resistance
industrialupgrade:upgrademodules:19, Modification Module: Posion
industrialupgrade:upgrademodules:20, Modification Module: Wither
industrialupgrade:upgrademodules:21, Modification Module: Silk Touch
industrialupgrade:upgrademodules:22, Modification Module: Invisibility
industrialupgrade:upgrademodules:23, Modification Module: Looting
industrialupgrade:upgrademodules:24, Modification Module: Flame
industrialupgrade:upgrademodules:25, Modification Module: Accumulation of charge
industrialupgrade:upgrademodules:26, Modification Module: Luck
industrialupgrade:upgrademodules:27, Modification Module: Efficiency
industrialupgrade:upgrademodules:28, Modification Module: Melting
industrialupgrade:upgrademodules:29, Modification Module: Night Vision
industrialupgrade:upgrademodules:30, Modification Module: Thorns
industrialupgrade:upgrademodules:31, Modification Module: More experience
industrialupgrade:upgrademodules:32, Modification Module: Blindness
industrialupgrade:upgrademodules:33, Modification Module: Arrow Protection
industrialupgrade:upgrademodules:34, Modification Module: Effective Fall
industrialupgrade:upgrademodules:35, Modification Module: Macerator
industrialupgrade:upgrademodules:36, Modification Module: Ore Macerator
industrialupgrade:upgrademodules:37, Modification Module: Treasures
industrialupgrade:upgrademodules:38, Modification Module: Hunger
industrialupgrade:upgrademodules:39, Modification Module: Generator
industrialupgrade:upgrademodules:40, Modification Module: Auto Collection
industrialupgrade:upgrademodules:41, Modification Module: Creative Flight
industrialupgrade:upgrademodules:42, Modification Module: Magnet Power
industrialupgrade:upgrademodules:43, Modification Module: Economical Charging
industrialupgrade:upgrademodules:44, Modification Module: Free Cleaning
industrialupgrade:upgrademodules:45, Modification Module: Treetap Power
industrialupgrade:upgrademodules:46, Modification Module: Wrench
industrialupgrade:quarrymodules:0, Module: Smelting ores
industrialupgrade:quarrymodules:1, Module: Efficiency I
industrialupgrade:quarrymodules:2, Module: Efficiency II
industrialupgrade:quarrymodules:3, Module: Efficiency III
industrialupgrade:quarrymodules:4, Module: Efficiency IV
industrialupgrade:quarrymodules:5, Module: Efficiency V
industrialupgrade:quarrymodules:6, Module: Luck I
industrialupgrade:quarrymodules:7, Module: Luck II
industrialupgrade:quarrymodules:8, Module: Luck III
industrialupgrade:quarrymodules:9, Module: Region 3x3
industrialupgrade:quarrymodules:10, Module: Region 5x5
industrialupgrade:quarrymodules:11, Module: Region 7x7
industrialupgrade:quarrymodules:12, Module: Blacklist
industrialupgrade:quarrymodules:13, Module: Whitelist
industrialupgrade:quarrymodules:14, Module: Macerator
industrialupgrade:quarrymodules:15, Module: Ore Macerator
industrialupgrade:quarrymodules:16, iu.quarrymodules.polisher
industrialupgrade:lead_box, item.lead_box.name.name
industrialupgrade:windrod:0, Wood Rotor Blade
industrialupgrade:windrod:1, Bronze Rotor Blade
industrialupgrade:windrod:2, Iron Rotor Blade
industrialupgrade:windrod:3, Steel Rotor Blade
industrialupgrade:windrod:4, Carbon Rotor Blade
industrialupgrade:windrod:5, Iridium Rotor Blade
industrialupgrade:windrod:6, Compressed Iridium Rotor Blade
industrialupgrade:windrod:7, Spectral Rotor Blade
industrialupgrade:windrod:8, Mythical Rotor Blade
industrialupgrade:windrod:9, Neutron Rotor Blade
industrialupgrade:windrod:10, Photonic Rotor Blade
industrialupgrade:windrod:11, Baryon Rotor Blade
industrialupgrade:windrod:12, Hadron Rotor Blade
industrialupgrade:windrod:13, Ultramarine Rotor Blade
industrialupgrade:qe_iu_item:0, Quantum Energy Cable
industrialupgrade:se_iu_item:0, Solar Energy Cable
industrialupgrade:exp_iu_item:0, Experience Cable
industrialupgrade:itemadvbatchargecrystal, Charging Advenced Energy Crystal
industrialupgrade:itembatchargecrystal, Charging Perfect Energy Crystal
industrialupgrade:re_battery, RE-Battery
industrialupgrade:energy_crystal, Energy Crystal
industrialupgrade:lapotron_crystal, Lapotron Crystal
industrialupgrade:charging_re_battery, Charging RE Battery
industrialupgrade:advanced_charging_re_battery, Advanced Charging Battery
industrialupgrade:charging_energy_crystal, Charging Energy Crystal
industrialupgrade:charging_lapotron_crystal, Charging Lapotron Crystal
industrialupgrade:advanced_re_battery, Advanced RE-Battery
industrialupgrade:batpack, item.batpack.name.name
industrialupgrade:advanced_batpack, item.advanced_batpack.name.name
industrialupgrade:jetpack, jetpack.name.name
industrialupgrade:lappack, item.lappack.name.name
industrialupgrade:single_use_battery, item.single_use_battery.name
industrialupgrade:upgradekitstorage:0, MFE Upgrade Kit
industrialupgrade:upgradekitstorage:1, MFSU Upgrade Kit
industrialupgrade:upgradekitstorage:2, Improved MFSU Upgrade Kit
industrialupgrade:upgradekitstorage:3, Advanced MFSU Upgrade Kit
industrialupgrade:upgradekitstorage:4, Perfect MFSU Upgrade Kit
industrialupgrade:upgradekitstorage:5, Baryon MFSU Upgrade Kit
industrialupgrade:upgradekitstorage:6, Hadron MFSU Upgrade Kit
industrialupgrade:upgradekitstorage:7, Graviton MFSU Upgrade Kit
industrialupgrade:upgradekitstorage:8, Quark MFSU Upgrade Kit
industrialupgrade:upgrades:0, Improved Overclocker Upgrade
industrialupgrade:upgrades:1, Advanced Overclocker Upgrade
industrialupgrade:upgrades:2, Transformer Upgrade x2
industrialupgrade:upgrades:3, Transformer Upgrade x4
industrialupgrade:upgrades:4, Lapotron Energy Storage Upgrade
industrialupgrade:upgrades:5, Improved Lapotron Energy Storage Upgrade
industrialupgrade:upgrades:6, Advanced Lapotron Energy Storage Upgrade
